(0.8123744383843635, 1.2484673102797326e-09)
(0.19761625610626543, 4.569754768072248e-09)
(0.4416832375673647, 1.4961276414666044e-09)
(0.8612176646995591, 8.868052395680822e-10)
(0.1566530455317685, 1.9745841309122595e-09)
(0.45409501689029846, 4.012177182093753e-10)
(0.7788620951571726, 2.424793081515719e-09)
(0.46190861051067184, 4.2979998956829357e-10)
(0.4034915590020823, 3.1309123147804277e-10)
(0.6688577572388239, 3.115694170197308e-10)
(0.638188473669043, 1.3308366608667154e-09)
(0.2164688975522247, 1.400286717106492e-09)
(0.5268165234011319, 3.473217786374459e-10)
(0.5507108177219359, 4.3467145066728066e-10)
(0.06739516859073509, 7.592401286531399e-10)
(0.054151272659290525, 1.0280925120009045e-09)
(0.04151373545494447, 7.740923093755306e-10)
(0.27807173667261936, 3.9267948527018155e-10)
(0.025301000224742364, 2.9652447182503525e-10)
(0.2551942772194121, 3.3834650725560523e-10)
(0.4091828334869477, 2.653499348988577e-09)
(0.5898031032139696, 7.152435817212489e-10)
(0.6235614446341238, 8.029439276587569e-10)
(0.9130387917977775, 2.9219344076820674e-10)
(0.6976579540771543, 4.2078822281964083e-10)
(0.9758492116203055, 5.776808393118243e-10)
(0.5149383929239341, 3.3629827085468893e-10)
(0.9371858511727905, 3.540607694349469e-10)
(0.17236380556985265, 2.946041728615045e-09)
(0.0772306297388979, 2.8493825918288913e-10)
(0.007226529412433803, 9.482681491286681e-10)
(0.30426939113658685, 2.8791930002305e-10)
(0.969108726669375, 6.540672422529031e-09)
(0.8805203226552377, 1.948961970034146e-09)
(0.7244668057805123, 4.8150925407352e-10)
(0.7786523516991697, 8.117981465369546e-10)
(0.8435299105710924, 5.307263289503757e-10)
(0.7369065985397238, 1.1837776337487521e-09)
(0.6902917019424435, 2.7815084185795124e-10)
(0.09925647100779754, 1.1626291489423262e-09)
(0.4936940147860178, 9.717210116765598e-10)
(0.6341800430683555, 7.595505044762853e-10)
(0.560245607436195, 3.2303123127903264e-10)
(0.8565757793325116, 3.69338320838245e-10)
(0.13372670508734463, 4.928707534684725e-10)
(0.43512662880036473, 5.87408982063915e-09)
(0.18697710212384333, 2.8742708933263153e-10)
(0.49264532996322447, 1.0065059596516441e-09)
(0.4142836758226933, 1.058263413099359e-09)
(0.8809748552953892, 3.6733229724672336e-10)
(0.7396558297151913, 4.0618084043541005e-10)
(0.5771940158596354, 2.770630674326092e-10)
(0.3579574674632295, 1.5540941336174289e-09)
(0.9809276277004653, 7.414009734759355e-10)
(0.36933153729284973, 2.0680272347264627e-09)
(0.5034689447066928, 7.6442024667758e-10)
(0.5322675732056698, 4.6381302436694007e-10)
(0.6274883209094115, 1.0004917258892357e-08)
(0.8550480916168447, 7.233560970927223e-10)
(0.17683193051917773, 9.793677827978606e-10)
(0.26416033352923757, 2.807211339759049e-09)
(0.5498577966203103, 5.862840581590388e-10)
(0.9803380993160451, 3.915209044823149e-10)
(0.4174010972989909, 5.839098627797016e-10)
(0.23362272747262147, 5.506924035603746e-10)
(0.4114988483573393, 2.0760222154439822e-09)
(0.16970254758063613, 5.352775284934594e-10)
(0.18629074413770116, 4.524867105310169e-10)
(0.11320099146721266, 5.214708434061449e-10)
(0.9904447204917421, 3.389241932336989e-10)
(0.6095337533511246, 2.7948927579148112e-09)
(0.809093000804721, 9.188335212470043e-10)
(0.7897024673408684, 4.798169132638779e-09)
(0.46187700494572215, 1.2099076410694869e-09)
(0.08176764317042703, 5.710002607644255e-10)
(0.10161041976599462, 8.629586157883219e-10)
(0.620069319595394, 1.781636957910117e-07)
(0.3758345019050939, 1.0026093646387104e-08)
(0.9789410611173232, 2.7655758823178775e-10)
(0.3579427214345888, 2.652301675806398e-10)
(0.8284318005243017, 2.987488390374782e-10)
